title,content,url,cnt,source,keyword,image,createdAt,priority
NameNode Analytics: PayPal’s Big Data Guardian,It is no secret that the volume of data is exploding and the challenge of properly storing and maintaining that data has not gone away.One primary solution for storing and managing a vast volume of da...,https://www.paypal-engineering.com/2018/07/11/namenode-analytics/,0,paypal,,https://www.paypal-engineering.com/wp-content/uploads/2018/07/NNA-logo-3.png,2018-07-11,0
Gimel: PayPal’s Analytics Data Processing Platform,"It is no secret that the volume, velocity and variety of data is exploding. As a result, the case to move workloads to the Hadoop big data ecosystem is becoming easier by the day.With Hadoop and the b...",https://www.paypal-engineering.com/2018/04/17/gimel/,0,paypal,android,https://www.paypal-engineering.com/wp-content/uploads/2018/04/gimel-ecosystem.png,2018-04-17,0
Learnings from Using a Reactive Platform – Akka/Squbs,Simple and reliable APIs are important for winning customer trust in all industries. This is especially true when the API is a customer facing endpoint that accepts payment instructions. Add to that t...,https://www.paypal-engineering.com/2017/12/13/learnings-from-using-a-reactive-platform-akkasqubs/,0,paypal,"backend,cloud,docker",,2017-12-13,0
Creating a PayPal / Credit Card Payment within an Android Application,"In this tutorial we’re going to learn how to set up the PayPal Android SDK to process a simple payment via either a PayPal payment or a credit card purchase. At the end of this example, you should hav...",https://www.paypal-engineering.com/2017/10/03/creating-a-paypal-credit-card-payment-within-an-android-application/,0,paypal,,https://www.paypal-engineering.com/wp-content/uploads/2016/05/5556_Nexus_6_API_21_2.jpg,2017-10-03,0
API Style Guide and Patterns: The Evolutionary Journey Continues,"APIs as ProductsAround four years ago, we began the journey at PayPal to transform all of PayPal’s core capabilities into a platform of discoverable, well-encapsulated, reusable API-driven products. W...",https://www.paypal-engineering.com/2017/09/08/announcing-the-latest-api-style-guide/,0,paypal,,,2017-09-08,0
Autoscaling applications @ PayPal,PayPal’s infrastructure has grown tremendously over the past few years hosting multitudes of applications serving billions of transactions every year. Our strong belief in decoupling the infrastructur...,https://www.paypal-engineering.com/2017/08/16/autoscaling-applications-paypal/,0,paypal,,https://www.paypal-engineering.com/wp-content/uploads/2017/08/p2-300x135.png,2017-08-16,0
Democratizing Experimentation Data for Product Innovations,"This blog is organized as follows:A/B Testing (also known as experimentation or bucket testing), enables the product teams to gain more insights and understandings of PayPal users, their behavior and ...",https://www.paypal-engineering.com/2017/06/29/democratizing-experimentation-data-for-product-innovations/,0,paypal,"java,android,python",https://www.paypal-engineering.com/wp-content/uploads/2017/06/pp_ex_dash.png,2017-06-29,0
Releasing squbs 0.9.0,squbs (pronounced “sqewbs” and rhymes with “cubes”) has already made past headlines (details) for its great performance and scalability. squbs 0.9 is the biggest update to squbs yet. It paves the road...,https://www.paypal-engineering.com/2017/06/05/releasing-squbs-0-9-0/,0,paypal,"react,frontend,android,docker",,2017-06-05,0
Beam Me Up – Profiling a Beam-over-Spark Application,"As we move forward with adopting Apache Beam for some of our streaming needs, our Beam applications need to be tested for stability. Such tests are aimed at ensuring performance does not degrade over ...",https://www.paypal-engineering.com/2017/05/30/beam-me-up-profiling-a-beam-over-spark-app/,0,paypal,docker,https://www.paypal-engineering.com/wp-content/uploads/2017/05/bmu_1_profiling.png,2017-05-30,0
PayPal bttn for Commerce,"In my first rotation of PayPal’s Technology Leadership Program (TLP), I was fortunate enough to work on our Western Europe region out of our Paris office. The team there wanted to tap into the Interne...",https://www.paypal-engineering.com/2017/05/17/paypal-bttn-for-commerce/,0,paypal,docker,https://www.paypal-engineering.com/wp-content/uploads/2017/05/paypal_bttn-300x198.png,2017-05-17,0
"Design Thinking: Out of the Classroom, Into the Fire","Aishwarya Natarajan and Dana Li, both Stanford University graduates, spent the summer of 2016 training with the PayPal Online Payment Product team as Product Management interns. They are coming back a...",https://www.paypal-engineering.com/2017/04/10/design-thinking-pm/,0,paypal,"javascript,swift,python,spring",https://www.paypal-engineering.com/wp-content/uploads/2017/04/design_thinking_1.png,2017-04-10,0
How WooCommerce and Developer Agencies Optimize Payments for Small Businesses with PayPal,"We recently had the opportunity to meet up with Michael Tieso, Developer Advocate at WooCommerce, and Jonathan Martin, President and Founder of Coolblueweb, an ecommerce development agency and gold le...",https://www.paypal-engineering.com/2017/03/03/how-woocommerce-and-developer-agencies-optimize-payments-for-small-businesses-with-paypal/,0,paypal,,,2017-03-03,0
New REST API Feature: Setting a Receiver for Payments,"Until recently, if you have been using the PayPal REST APIs to process payments, you will have seen that the money transacted is always paid to the app owner, known as the payee or receiver. The abili...",https://www.paypal-engineering.com/2017/01/03/setting-payee/,0,paypal,,,2017-01-03,0
Integrate our new JavaScript SDK for Payments,"PayPal’s Braintree is a core building block for accepting payments on the web, enabling merchants to accept PayPal, credit cards, 3D Secure, Apple Pay, Android Pay, and more.This year, we introduced a...",https://www.paypal-engineering.com/2016/12/13/integrate-our-new-javascript-sdk-for-payments/,0,paypal,"html,jquery,react,frontend,android,webpack,javascript,css",https://www.paypal-engineering.com/wp-content/uploads/2016/12/introducing-modernized-braintree-javascript-sdk-opt-2-1-1024x125.jpg,2016-12-13,0
